donaidh	t̪ ɔ n ɪ
donnchadh	d̪̊ o n ə x ə ɣ
dàbhaidh	t̪ aː v ɪ
dàidh	t̪ aː j
dòmhnaill	t̪ ɔ̃ː ɪ ʎ
dòmhnall	d̪̊ õː ə l̪ˠ
dòmhnallan	t̪ ɔ̃ː ə l̪ˠ a n
dùghall	d̪̊ uː ə l̪ˠ
eabhrac	j oː ɾ ə k
eabhraig	j oː ɾ ɪ kʲ
eachann	ɛ x ə n̪ˠ
eadailt	e t a l tʲ
eadailteach	e t a ʎ tʲ ə x
eairdsidh	ɛː rˠ ʃ tʲ ʃ ɪ
ealasaid	j a l̪ˠ ə sˠ ɪ tʲ
eanraig	ɛ n ɛ ɾ ɪ kʲ
eathan	e a n
eideard	e tʲ ə rˠ t̪
eilbheis	e l e v ɪ ʃ
eilidh	eː l ɪ
eimhir	e v ɪ ɾʲ
eithne	ɛ nʲ ə
eubha	i ə v ə
eòghainn	j oː ɪ ɲ
eòghann	e oː i ɲ
eòin	j ɔː ɲ
eòrpach	j ɔː r b ə x
eòsaiph	j ɔː s̪ ɪ f
eòsaph	j ɔː s̪ ə f
faoilleach	f ɯː ʎ ə x
fearchar	f ɛ ɾ a x ə ɾ
fearghas	f ɛ r a ɣ ə s
fhaoilleach	ɯː ʎ ə x
fhionn	j ũː n̪ˠ
fhionnlaigh	j ũː l̪ˠ a j
fionn	f j ũː n̪ˠ
fionnghal	f j ũ n̪ˠ ũ ɣ ə l̪ˠ
fionnlagh	f j ũː l̪ˠ ə ɣ
flòraidh	f l ɔː ɾ i
fraingis	f ɾ a i ɲ c ɪ ʃ
frang	f ɾ a ŋ k
frangach	f ɾ ã ŋ k ə x
frangag	f ɾ a ŋ k a k
frangaich	f ɾ a ŋ k ɪ ç
frangais	f ɾ a ŋ k ɪ ʃ
friseal	f ɾʲ i ʃ ə l̪ˠ
fìobha	f iː v ə
g	k
gall	k a u l̪ˠ
geamhradh	kʲ ɛ u ɾ ə ɣ
gearmailtis	c ɛ ɾ ɛ m a l tʲ ɪ ʃ
gearran	ɡ̥ʲ a rˠ a n
geàrrloch	ɡ̥ʲ aː l̪ˠ ə x
ghearran	ʝ ɛ rˠ a n
ghiblean	ʝ i p l a n
ghrannd	ɣ ɾ ã ũ n̪ˠ t̪
ghàidhealtachd	ɣ ɛː ə l̪ˠ t ə x k
giblean	kʲ i p l a n
gilleasbaig	ɡ̥ʲ ɪ ʎ e s̪ p ɪ kʲ
gillebrìghde	kʲ i ʎ ə p ɾʲ iː tʲ ə
gilliosa	kʲ ɪ ʎ i ə s̪ ə
giorsal	kʲ i rˠ s̪ ə l̪ˠ
glaschu	ɡ̊ l̪ˠ a s̪ ə x u
goraidh	k ɔ ɾ ɪ
grannd	k ɾ ã ũ n̪ˠ t̪
griogair	ɡ̊ ɾʲ i ɡ̊ ɪ ɾʲ
gàidheal	ɡ̊ a i ə l̪ˠ
gàidhealach	k ɛː ə l̪ˠ ə x
gàidhealtachd	k ɛː ə l̪ˠ t ə x k
gàidhlig	ɡ̊ aː l i kʲ
gòrdan	k ɔː rˠ t̪ a n
hearach	h ɛ ɾ ə x
hiort	h ɪ rˠ ʃ t̪
iagan	i ə k a n
iain	a n
innseanach	ĩː ʃ ə n ə x
iseabail	i ʃ ə p a l
iuchar	u x ə ɾ
iùdhach	j uː ə x
lachaidh	l̪ˠ a x ɪ
leagsaidh	ʎ e k s̪ ɪ
leòdhas	ʎ e oː ə s̪
lilidh	ʎ i l ɪ
lochlannach	l̪ˠ ɔ x l̪ˠ ə n̪ˠ ə x
lunnainn	l̪ˠ ũ n̪ˠ i ɲ
lèiruig	ʎ ɛː ɾ ɪ c
lùnastal	l̪ˠ uː n ə s̪ t̪ ə l̪ˠ
macaoidh	m a x k ɤ j
macaonghais	m a x k ɯ̃ n ɯ̃ ɪ ʃ
macgriogair	m a x ɡ̊ ɾʲ i ɡ̊ ɪ ɾʲ
macnèill	m a x k ɾ iː ʎ
macrùslaig	m a x k ɾ uː s̪ l̪ˠ ɪ kʲ
magaidh	m a k ɪ
maighread	m a i ɾʲ ə t̪
mairead	m a i ɾʲ ə t̪
manainn	m a n ɪ ɲ
maoilios	m ɯː l ə s̪
maoldòmhnaich	m ɯ l̪ˠ t̪ ɔ̃ː n ɪ ç
marcas	m a rˠ x k a s̪
marsaili	m a rˠ s̪ a l ɪ
mata	m aʰ t ə
mhanainn	v a n ɪ ɲ
mhoire	v ɔ ɾʲ ə
mhàiri	v aː r i
mhàrt	v a rˠ ʃ t
mhìcheil	v iː ç ɛ lʲ
mhòrag	v oː ɾ a k
moire	m ɔ̃ ɾʲ ə
muile	m u l ə
muireall	m ɯ ɾʲ ə l̪ˠ
murchadh	m u ɾ u x ə k
murchan	m u ɾ u x a n
murdag	m uː rˠ t̪ a k
màili	m aː l ɪ
màiread	m aː ɾʲ ə t̪
màiri	m aː j ɪ
mànus	m aː n ə s̪
màrt	m ãː rˠ s̪ t
màrtainn	m aː rˠ ʃ t̪ ɪ ɲ
mìcheal	m iː ç ə l̪ˠ
mìcheil	m iː ç ɛ lʲ
mòrag	m oː ɾ a k
naoghas	n̪ˠ ɯ ə s̪
neacal	ɲ ɛ x k ə l̪ˠ
niall	ɲ i a l̪ˠ
nicaoidh	ɲ i x k ɤ j
nicaonghais	ɲ i x k ɯ̃ n ɯ̃ ɪ ʃ
nirribhidh	ɲ i r̪ˠ ɪ v i
niseag	ɲ i ʃ a ɡ
nollaig	n̪ˠ o l̪ˠ i kʲ
noraidh	n̪ˠ ɔ ɾ ɪ
oighrig	ɤ iː ɾʲ ɪ kʲ
p	pʰ
peadar	pʰ e t̪ ə ɾ
peairt	pʰ ɛ rˠ ʃ tʲ
peigi	pʰ e kʲ ɪ
pheadair	f e t ɪ ɾʲ
pàdraig	pʰ aː t̪ ɾ i kʲ
pàra	pʰ aː ɾ a
pàraig	pʰ aː ɾ ɪ kʲ
pòl	pʰ ɔː l̪ˠ
rachel	rˠ a x ə l
raghnall	rˠ ãː ə l̪ˠ
raibeart	rˠ ɛ h p a ɾ s̪ˠ t̪
raonaid	rˠ ɤː n ɪ tʲ
raonailt	rˠ ɤ̃ː n i ʎ tʲ
rob	rˠ ɔ p
rodaidh	rˠ ɔ t̪ ɪ
ruairidh	rˠ u ə ð i
ruaraidh	rˠ u ə ɾ ɪ
ròmanach	rˠ ɔː m ə n ə x
s	s̪
samhain	s a ũ i ɲ
samhainn	s a ũ i ɲ
samhradh	s̪ a u ɾ ə ɣ
sasainn	s a s ə ɲ
sasannach	s̪ a s̪ ə n̪ˠ ə x
sasgunnach	s̪ a s̪ ɡ ə n̪ˠ ə x
sealtainn	ʃ ɛ l̪ˠ t̪ ɪ ɲ
seasaidh	ʃ e s̪ ɪ
seiceach	ʃ e ç kʲ ə x
seicich	ʃ e ç kʲ ɪ ç
seoc	ʃ ɔ x k
seocan	ʃ ɔ x k a n
seonachan	ʃ ɔ n ə x a n
seonag	ʃ ɔ n a k
seonaidh	ʃ ɔ n ɪ
seumaidh	ʃ eː m ɪ
seumais	ʃ eː m ɪ ʃ
seumas	ʃ eː m ə s̪
seònaid	ʃ õː n a tʲ
seòras	ʃ ɔː ɾˠ ə s
sgitheanach	s̪ kʲ i a n ɔ x
sgàire	s̪ k aː ɾʲ ə
sheumais	h eː m ɪ ʃ
sheumas	h eː m ə s̪
simidh	ʃ i m ɪ
slàine	s̪ l̪ˠ aː ɲ ə
somhairle	s̪ ɔ̃ i ɾʲ l ə
sorcha	s̪ ɔ ɾ a x ə
spàinntis	s p aː ɲ tʲ ɪ ʃ
sruighlea	s̪ t̪ ɾ u i l ə
steòrnabhagh	ʃ tʲ ɔː rˠ n̪ˠ ə v a ɣ
sàbaid	s̪ aː b̥ ɔ tʲ
sàboind	s̪ aː b̥ ɔ ɲ tʲ
sìle	ʃ iː lʲ ə
sìleas	ʃ iː l ə s̪
sìm	ʃ iː m
sìne	ʃ iː ɲ ə
sìneag	ʃ iː nʲ a k
t	t̪ʰ
teàrlach	t͡ʃʰ aː rˠ l̪ˠ ə x
tighearna	tʲʰ i j ə rˠ n̪ˠ ə
tiriodh	t͡ʃʰ i ɾʲ ə ɣ
tomaidh	t̪ʰ o m ɪ
torcall	t̪ʰ ɔ ɾ x k ə l̪ˠ
tormod	t̪ʰ a ɾ a m ɔ t̪
trianaid	t̪ʰ ɾ i ə n ɪ t̪ʲ
tòmas	tʰ oː m ə s̪
uibhist	u i ɪ ʃ tʲ
uicipeid	u ç kʲ ɪ p e tʲ
uilleam	uː ʎ ɛ m
uilleim	ɯ ʎ ɪ m
ultach	u l̪ˠ t̪ ə x
ungair	u ŋ k ɪ ɾʲ
ungairis	u ŋ k ɪ ɾʲ ɪ ʃ
a'	ə
aba	a p ə
abaich	a h p i ç
abair	a p ɪ ɾʲ
abhag	a f a k
abhainn	ã u ɲ
aca	a h k ə
acair	a x k ɪ ɾʲ
acaire	a x k ɪ ɾʲ ə
acasan	a k ə s̪ ə n̪
acfhainn	a x k ɪ ɲ
ach	a x
achadh	a x
acras	a r̥ k ə s
adag	a t̪ a k
adha	a a
adhairc	ɤ ə ð̥ kʲ
adhar	a a ɾ
adharc	ɤ i ɾʲ kʲʰ
adhart	ɤ ə rˠ s̪ t̪
adhbairne	ɤː p ə rˠ ɲ ə
adhbhar	ɤː u ɾ
adhbharaich	ɤː v ə ɾ ɪ ç
adhbran	ɤː p ɾ a n
adhbrann	ɤː p ɾ ə n̪ˠ
adhlac	ã ũ l̪ˠ a x k ə
ag	a ɡ
agad	a j ə t̪
agadsa	a j ə t̪ s̪
agaibh	a k i
agaibhse	a k u ʃ
againn	a k i ɲ
againne	a k ɪ ɲ ə
agair	a k ɪ rʲ
agairt	a k ə rˠ t̪
agallamh	a k ə l̪ˠ ə v
agam	a k ə m
agamsa	a k ə m s̪ ə
agh	ɤ ɣ
aghaidh	ɤ i
agus	a ɣ ə s
aibhne	a i v ɲ ɪ
aibhnichean	a ʊ n ɪ ç ə n
aice	a ç kʲ ə
aicese	eʰ kʲ ɪ ʃ
aideachadh	a tʲ ə x ə ɣ
aidich	a tʲ i ç
aig	a kʲ
aige	a kʲ ə
aigeal	a kʲ ə l̪ˠ
aigeann	a kʲ ə n̪ˠ
aigesan	a kʲ ə s̪ ə n̪
aighearach	a ɪ ə r ə x
aigne	a c ɲ ə
ailbhean	ɛ l̪ ɛ v a n
ailbheanan	ɛ l̪ ɛ v a n ə n
ailbhein	ɛ l̪ ɛ v ɛ ɲ
aillse	a ɪ l ʃʲ ə
ailm	a l a m
ailme	a l a m ə
ailmean	a l a m ə n
ailp	a ɫ p
ailt	a l tʲ
ailtire	a ʎ tʲ ɪ ɾʲ ə
aimhleas	ã ĩ l ə s̪
aimhreid	a i v ɾʲ ɪ tʲ
aimhreit	ã ĩ ɾ e tʲ
aimsir	ã m ã ʃ ə ɾ
ainbheach	ɛ n ɛ v ə x
aindeònach	a ɲ ɔ n ə x
aineol	a ɲ a l̪ˠ
aineolach	ã ɲ a l̪ˠ ə x
aingeal	a ŋʲ ə l̪ˠ
ainglean	ã ĩ l ə n
ainm	ã n ã m
ainmeil	ɛ ɲ ɛ m a l
ainmich	ɛ n ɛ m j ɪ ç
ainneamh	ã ɲ u
ainneamhag	a ɲ ə v a k
ainneart	a ɲ ə ɾ ʃ t̪
ainneartaich	a ɲ ə ɾ ʃ t̪ ɪ ç
aintighearna	a ɲ dʲ ɪ j ə rˠ n̪ˠ ə
aintighearnas	a ɲ dʲ ɪ j ə rˠ n̪ˠ ə s
air	e ð
aire	a ɾʲ ə
airgead	a ð a kʲ ə t̪
airidh	a rʲ ɪ
airsan	e ð ə s̪ ə n
airson	e rˠ s̪ ɔ n
aiseag	a ʃ ə k
aisling	a ʃ ʎ i kʲ
aiste	a ʃ tʲ
aistese	a ʃ tʲ ɪ ʃ
aiteal	aʰ tʲʰ ə l̪ˠ
aithghearr	a j h a ɾ
aithne	a ɲ ə
aithneachadh	a ɲ ə x ə ɣ
aithreachas	a ɾʲ ə x ə s̪
aithris	a ɾʲ ɪ ʃ
aitreabh	a h t ɾʲ u
alcol	a ɫ̪ kʰ ɔ ɫ̪
alcolach	a ɫ̪ kʰ ɔ ɫ̪ a x
allaidh	a ɫ i
allas	a l̪ˠ ə s̪
allmharach	a l̪ˠ a v ə r ə x
allt	a u ɫ̪ t
amadan	a m a t̪ a n
amaideach	a m a tʲ ə x
amaideachd	a m ə tʲ ə x k
amh	ã f
amhach	ã f i ç
amharc	ã v ə ɾ k
amhrain	a u ɾ a ɲ
amhran	ã ũ ɾ a n
an	ə
anabarrach	a n a p a rˠ ə x
analachadh	ə n a l ə x ə
anam	ã n ə m
anmhann	a n a v ə n̪ˠ
anmoch	a n a m ɔ x
ann	a n̪ˠ
annad	a n̪ˠ ə t̪
annadsa	u n̪ˠ ə s̪ ə
annaibh	ã n̪ˠ ə v
annaibhse	ũ m ɪ s̪
annainn	ã n̪ˠ i ɲ
annainne	ũ m ɪ ɲ ə
annam	ã n̪ˠ ə m
annamsa	ã n̪ˠ ə m s̪ ə
annasach	a n̪ˠ ə s̪ ə x
anns	a n̪ˠ s̪
annsan	ɛ̃ ũ s̪
annta	ã ũ n̪ˠ d̪ ə
anntasan	ũ n̪ˠ d̪ ə s̪
aodach	ɯː t̪ ə x
aodann	ɯː t̪ ə n̪ˠ
aoghaire	ɯː ɪ ɾʲ ə
aoibhinn	ɤ i v ɪ ɲ
aoibhneas	ɤ j ɲ ə s
aoigh	ɯ iʲ
aoigheil	ɤ i ə l
aoine	ɯː ɲ ə
aon	ɯ n ə
aonair	ɯ̃ː n ə ɾʲ
aonan	ɤ̃ n a n
aonar	ɔ̃ː n ə ɾ
aonrachd	ɔ̃ː rˠ ə x k
aontamhach	ɯː n̪ t̪ʰ ə v ə x
aontamhachd	ɯː n̪ t̪ʰ ə v ə x k
aosta	ɯː s̪ t̪ ə
aotrom	ɯː t ɾ ə m
aotruime	ɯː t ɾ ɪ m ə
apag	aʰ p a k
ar	a ɾ
aran	a ɾ a n
arbhar	a ɾ a u ɾ
arc	a r x k
arm	a ɾ a m
ars	ɔ rˠ ʃ
arsa	ɔ rˠ ʃ ə
arspag	a rˠ s̪ p a k
asad	a s̪ ə t̪
asadsa	a s̪ ə t̪ s̪ ə
asaibh	a s̪ u
asaibhse	a s̪ ə v ʃ ə
asainn	a s̪ i ɲ
asainne	a s̪ ɪ ɲ ə
asal	a s̪ a l̪ˠ
asam	a s̪ ə m
asamsa	a s̪ ə m s̪ ə
asgaidh	a s̪ k ɪ
asta	a s̪ t̪
astasan	a s̪ t ə s̪ ə n
atadh	aʰ t̪ ə ɣ
athair	a h a ð
athchuinge	a x ɪ ɲ c ə
bab	p a p
bacach	p a x k ə x
bacadh	p aʰ k ə ɣ
bachall	p a x ə l̪ˠ
bad	b̥ a t̪
baga	b̥ a k ə
bagairt	p a k ə r ʃ tʲ
baile	b̥ a l ə
bailtean	b̥ a l tʲ ə n
bainne	b̥ a ɲ ə
bainnseadh	b̥ ã ĩ ʃ ə ɣ
baintighearna	b̥ ã i ɲ dʲ ʒ ə rˠ n̪ˠ ə
baist	p a ʃ tʲ
baisteadh	p a ʃ tʲ ə ɣ
balach	b̥ a lˠ ə x
balaich	b̥ a lˠ i ç
balbh	p a l̪ˠ a v
balg	p a l̪ˠ a k
ball	p a u l̪ˠ
balla	p a ɫ̪ ə
ballach	p a l̪ˠ ə x
banabaidh	b̥ ã n̪ˠ a p i
banachdaichean	b a n ə x ɡ ə xʲ ə n
banail	p ɑ n ə l
banais	b̥ ã n i ʃ
bann	b̥ a u n̪ˠ
banntrach	b̥ ã ũ n d̪ ɾ ə x
banrigh	b̥ ã ũ rˠ i
baoghalta	b ɯː ə l t ə
baoiseachd	p ɯː ʃ a x k
baoth	p ɯː
barail	p a ɾ a l
baraill	p a ɾ ɪ ʎ
barra	p a rˠ ə
barrachd	b̥ a rˠ ə x k
barrall	b̥ a rˠ ə l̪ˠ
bas	p a s̪
basan	p a s̪ a n
basgaid	p a s k ɪ tʲ
bata	p aʰ t ə
bathais	p a h ɪ ʃ
bathar	p a h a r
beach	p ɛ x
beachan	p ɛ x a n
beachd	b̥ j a x k
beachdan	p ɛ x k ə n
beag	b̥ e k
beagan	b̥ e k a n
bealach	b̥ j a l̪ˠ ə x
bealaidh	p ɛ l̪ˠ ɪ
bean	b̥ ɛ̃ n
beann	b̥ j ã ũ n̪ˠ
beannachd	b̥ j ã n̪ˠ ə x k
beannaibh	b̥ j ã n̪ˠ ə v
beanntaichean	b̥ ɛ̃ ũ n̪ˠ t̪ i ç ə n
beanntainean	b̥ ɛ̃ ũ n̪ˠ d̪ i ɲ ə n
beanntan	b̥ j ã ũ n̪ˠ t̪ ə n
beart	p j a rˠ ʃ t̪
beartach	p j a rˠ ʃ t ə x
beatha	b̥ æ h ʌ
beathach	b̥ e h a x
beathaichean	b̥ e h i ç ə n
beilear	b e l̪ ə ɾ
beileas	b e l̪ ə s̪
being	b̥ e i kʲ
beinn	b̥ e ɲː
beinne	p e ɲ ə
beiridh	p e ɾʲ ɪ
beith	p e h
beithe	p e h ə
beithean	p e h ə n
beithir	p e ɪ ɾʲ
beuc	p i aʰ k
beul	p i a ɫ̪
beus	p eː s
beusach	p eː s ə x
beàrn	p j aː rˠ n̪ˠ
beò	b̥ e ɔː
beòshlaint	b̥ ɛ̯ ɔː l̪ˠ a ɲ
bha	v a
bhalachaibh	v a l̪ˠ a x u
bhalaich	v a l̪ˠ ɪ ç
bhall	v a u l̪ˠ
bhana	v a n ə
bhatar	v a h t̪ ə ɾ
bhathar	v a ə ɾ
bhathas	v a ə s̪
bheachd	v ɛ x k
bheag	v e k
bhealach	v j a ɫ̪ ə x
bhean	v ɛ n
bheatha	v ɛ h ə
bheathach	v e h u x
bheil	v e l
bheilear	v e l̪ ə ɾ
bheileas	v e l̪ ə s̪
bheinn	v e i ɲ
bheir	f e ð
bhi	v i
bhiodh	v i ɣ
bhiomaid	v i m ɪ tʲ
bhios	v i s̪
bhite	v i h tʲ ʌ
bhith	v i
bhitheadh	v i ə ɣ
bhitheamaid	v i ə m ɪ tʲ
bhitheas	v i ə s̪
bhithinn	v i h i ɲ
bhithist	v i i ʃ tʲ
bhlàth	v l̪ˠ aː
bho	f ɔ
bhogsa	v o k s̪ ə
bhon	v ɔ n̪ˠ
bhotal	v ɔ h t ə l̪ˠ
bhreab	v ɾʲ e p
bhriathar	v ɾʲ i ə h ə ɾ
bhriogais	v ɾʲ i k ɪ ʃ
bhris	f ð i ʃ
bhriseadh	v ɾʲ i ʃ ə ɣ
bhriste	v ɾʲ i ʃ tʲ ə
bhrot	v ɾ ɔ h t̪
bhruach	v ɾ u ə̯ x
bhruich	v ɾ u ç
bhruichealachd	v ɾ u ç ə l̪ˠ ə x k
bhruidhinn	v ɾ i ɪ ɲ
bhuaibh	f ɤ i v
bhuail	v u ɪ l
bhuainn	f ɤ̃ ĩ ɲ
bhuaipe	f o jʰ p
bhuaithe	f o j ə
bhualadh	v u ə l̪ˠ ə ɣ
bhuam	f ɔ̃ ũ m
bhuapa	f o h
bhuat	f oʰ t̪
bhuidhe	v u j ə
bhuille	v u ʎ ə
bhun	v u n
bhunadh	v u n ə ɣ
bhuntàta	v ə n̪ˠ t̪ʰ aː h t̪ ə
bhòidse	v ɔː d̥ʲ ʃ ə
bi	b̥ i
biadh	b̥ i ə ɣ
biastag	p i ə s t a k
bidh	b̥ i
bidse	p ɪ tʲ ə
bigein	p i kʲ ɪ ɲ
binn	b̥ iː ɲ
bioda	b i d ə
biodh	p i ɣ
biomaid	p i m ɪ tʲ
bior	p i ɾ
bioran	p ɪ ɾ a n
bir	p i ɾʲ
bitear	p iʰ tʲ ə ɾ
bitheadh	p i ə ɣ
bitheam	p i ə m
bitheamaid	p i ə m ɪ tʲ
bithear	b̥ i ə ɾ
bitheas	p i ə s̪
bithibh	p i ɪ v
bithidh	p i h i
bithinn	b̥ i ɪ ɲ
blas	p l̪ˠ a s̪
blasta	p l̪ˠ a s̪ t̪ ə
bleideag	b̥ l e tʲ a k
bleoghann	b̥ l e u n
bliadhna	b̥ l i ə n̪ˠ ə
blialam	p l i ə ɫ̪ ə m
bliochdan	p l i x k a n
blàithe	b̥ l̪ˠ æː h ə
blàr	b ɫ̪ aː ɾ
blàth	b̥ l̪ˠ aː
blàths	b̥ l̪ˠ aː s̪
boc	b̥ o x k
bocan	b ɔ x ɡ a n
bochd	b̥ ɔ x k
bod	p ɔ t
bodach	b̥ ɔ t̪ ə x
bodaich	b̥ ɔ t̪ i
bodha	b̥ o o
bodhaig	p o ɪ kʲ
bodhar	p o ə ɾ
bog	p o k
bogach	b̥ o k ə x
bogha	b̥ o o
bogsa	p o k s̪ ə
boireann	b̥ o ɾʲ ə n̪ˠ
boireannach	b̥ o ɾʲ ə n̪ˠ ə x
boireannaich	p ɔ ɾʲ ə n̪ˠ ɪ ç
bonaid	p ɔ n a tʲ
bonn	p ɔ u n̪ˠ
bonnach	b o n ə x
borb	p ɔ r ɔ p
botal	p ɔ h t ə l̪ˠ
bothan	p ɔ h a n
bracaist	b̥ ɾ a kʰ ɔ ʃ tʲ
bradan	p ɾ a t a n
braich	p ɾ a ç
brailis	b r a l ɪ ʃ
braim	p ɾ ɤ i m
brama	p ɾ a m ə
branndaidh	p ɾ ã ũ n̪ˠ t̪ ɪ
braon	p ɾ ɯː n
brat	p ɾ a h t̪
bratach	p ɾ a h t̪ ə x
bratag	p r a h t a k
brath	p ɾ a h
breab	b̥ ɾʲ e p
breabadair	b̥ ð ɛ p ə t̪ a ð
breabadh	b̥ ɾʲ e p ə ɣ
breac	b̥ ð e k
breacag	p ɾʲ ɛ x k a k
breisleachail	b r ɛ ʃ lʲ a x a l
breith	p ɾʲ e h
breug	p ɾʲ i a k
briathar	p ɾʲ i ə h ə ɾ
briathrach	p rʲ i ə r ə x
brice	p rʲ iʰ kʰʲ ə
briogais	b̥ ɾʲ i k ɪ ʃ
briosgaid	p ɾʲ i s k ɪ tʲ
bris	b̥ ɾʲ i ʃ
briseadh	b̥ ɾʲ i ʃ tʲ ə k
brisg	p ɾʲ i ʃ c
briste	p ɾʲ i ʃ tʲ ə
britheamh	p ɾʲ i h ə v
broc	p ɾ ɔʰ k
brocail	p ɾ ɔ x k a l
brochan	p ɾ ɔ x a n
brod	p ɾ ɔ t
brogach	b̥ ɾ ɔ k ə x
broilleach	p ɾ ɔ ʎ ə x
broinn	p ɾ ə i ɲ
brot	p ɾ ɔ h t̪
bruach	p ɾ u ə̯ x
bruadair	p ɾ u ə t̪ ɪ ɾʲ
bruadar	p ɾ u ə t̪ ə ɾ
bruic	p ɾ u ç kʲ
bruich	b̥ ɾ i ç
bruichealachd	p ɾ u ç ə l̪ˠ ə x k
bruicheil	p r u ç a l
bruicheile	p r u ç a l ə
bruidhinn	b̥ ɾ i i n
bruidhnibh	p ɾ i ɲ ɪ v
bruis	p ɾ u ʃ
bruthach	p ɾ u h ə x
brà	p ɾ aː
bràigh	b̥ ɾ aː i
bràithrean	b̥ ɾ aː ð h ə n
bràth	p ɾ aː x
bràthair	b̥ ɾ aː h a ð
brèagha	b̥ ð i a ə
bròg	b̥ ɾ ɔː k
brògan	p ɾ ɔː k ə n
bròigeadh	b̥ ɾ ɔː kʲ ə ɣ
brònach	p ɾ ɔː n ə x
brùid	b̥ r uː dʲ
bu	p u
buabhaill	p u ə ə l
buabhall	p u ə ə l̪ˠ
