world	v ɔ ʁ l t
details	d eː t a eː l s
fahrzeuge	f a ʁ t s ɔ ɔʏ̯ g ə
op	ʔ oː p
anti	ʔ a n t iː
liessen	l iː s z ə n
bedeuten	b ə d ɔ ɔʏ̯ t ə n
frag	f ʁ aː k
hm	h m
smartphone	s m a ʁ t f oː n ə
story	ʃ t oː ʁ yː
tom	t oː m
werd	v ɛ ʁ t
speziell	ʃ p eː t s iː l l
this	t iː s
via	v iː a
webseite	v ɛ p z ə iː t ə
open	ʔ oː p ə n
shop	s h oː p
tu	t uː
blog	b l oː k
el	ʔ eː l
feuerwehr	f ɔ ɔʏ̯ ɐ v eː ʁ
joachim	j oː a x iː m
mass	m a s
social	z oː t s iː a l
air	aɪ̯ ɐ
denk	d ɛ ŋ k
eventuell	ʔ eː v ɛ n t uː ɛ l l
initiative	ʔ iː n iː t iː a t iː f ə
community	k ɔ m m uː n iː t yː
eur	ə uː ɐ
prüfen	p ʁ yː f ə n
se	z eː
best	b ə ʃ t
grossbritannien	g ʁ ɔ s z b ʁ iː t a n n iː ə n
life	l iː f ə
love	l oː v ə
seh	z eː
carl	k a ʁ l
enttäuscht	ʔ ɛ n t t ɔ ɔʏ̯ ʃ t
studio	ʃ t uː d iː oː
windows	v ɪ n d ɔ v s
bayerischen	b a eː ʁ ɪ ʃ ə n
freundlich	f ʁ ɔ ɔʏ̯ n t l ɪ ç
häufiger	h ɔ ɔʏ̯ f ɪ g ɐ
we	v eː
zdf	t s t f
bmw	p m v
fuer	f uː ɐ
füsse	f ʏ s z ə
grossteil	g ʁ ɔ z s t ə iː l
matthias	m a t t iː a s
million	m ɪ l l ɪ oː n
reagiert	ʁ ə a g iː ʁ t
gabriel	g a b ʁ iː l
https	h t t p s
merken	m ɛ ʁ k ə n
sexy	z eː k s yː
einschliesslich	ʔ a eː n ʃ l iː s s l ɪ ç
gehts	g ə h t s
go	g oː
play	p l a eː
ss	s s
süsse	z ʏ s z ə
from	f ʁ oː m
harry	h a ʁ ʁ yː
kevin	k eː v ɪ n
lol	l oː l
or	ʔ oː ʁ
angela	ʔ a n g ə l a
free	f ʁ ə ə
koalition	k oː a l iː t ɪ oː n
putin	p uː t ɪ n
ard	ʔ a ʁ t
bio	b iː oː
dpa	t p aː
king	k ɪ ŋ
les	l eː s
street	ʃ t ʁ ə ə t
övp	ʔ œ f p
android	ʔ a n d ʁ oː iː t
cup	k uː p
feier	f ə iː ɐ
hinsicht	h ɪ n z ɪ ç t
jo	j oː
julia	j uː l iː a
option	ʔ ɔ p t s ɪ oː n
erdogan	ʔ ɛː ɐ d oː g a n
games	g aː m ə s
hafen	h aː f ə n
haha	h aː a
nationen	n a t s ɪ oː n ə n
preussen	p ʁ ɔ ɔʏ̯ s z ə n
schiessen	ʃ iː s z ə n
australien	ʔ a oː s t ʁ a l iː ə n
fur	f uː ɐ
genaue	g ə n a oː ə
haushalt	h a oː s a l t
master	m a s t ɐ
wörter	v œ ʁ t ɐ
überprüfen	ʔ yː b ɛ ʁ p ʁ yː f ə n
alex	ʔ aː l eː k s
event	ʔ eː v ɛ n t
grossem	g ʁ ɔ s z ə m
migranten	m ɪ g ʁ a n t ə n
pr	p ʁ
sozial	z oː t s iː a l
bachelor	b a x eː l oː ʁ
chris	ç ʁ iː s
date	d a t ə
day	d a eː
del	d eː l
graz	g ʁ aː t s
nich	n ɪ ç
shirt	s h ɪ ʁ t
singles	z ɪ ŋ l ə s
situationen	z iː t uː a t s ɪ oː n ə n
spö	ʃ p øː
wieviel	v iː v iː l
würd	v ʏ ʁ t
gr	g ʁ
grüsse	g ʁ ʏ s z ə
jack	j a k
net	n eː t
wars	v a ʁ s
iphone	ʔ ɪ f oː n ə
anton	ʔ a n t oː n
belgien	b ə l g iː ə n
dialog	d iː a l oː k
ed	ʔ eː t
füssen	f ʏ s z ə n
kim	k iː m
marco	m a ʁ k oː
mega	m eː g a
räumen	ʁ ɔ ɔʏ̯ m ə n
versteh	f ɛː ɐ ʃ t eː
vi	v iː
äussern	ɔ ɔʏ̯ s z ɛ ʁ n
austria	ʔ a oː s t ʁ iː a
dfb	t f b
fuck	f ʊ k
idioten	ʔ iː d iː oː t ə n
marc	m a ʁ t s
motiv	m oː t iː f
wlan	v l aː n
beachten	b ə ʔ a x t ə n
olympia	ʔ oː l ʏ m p iː a
qualifikation	k v a l iː f iː k a t s ɪ oː n
quer	k v uː ɐ
rio	ʁ iː oː
sarah	z aː ʁ a
grand	g ʁ a n t
leo	l eː oː
nö	n øː
wies	v iː ə s
content	k ɔ n t ɛ n t
ebay	ʔ eː b a eː
ns	n s
obama	ʔ oː b a m a
rtl	ʁ t l
white	v iː t ə
william	v ɪ l l iː a m
äh	ʔ ɛː
college	k ɔ l l eː g ə
kämpfer	k ɛ m p͡f ɐ
sky	s k yː
such	z ʊ x
begrüssen	b ə g ʁ ʏ s z ə n
fifa	f iː f a
grösster	g ʁ œ z s t ɐ
happy	h a p p yː
model	m oː d eː l
nsa	n z aː
roth	ʁ ɔ t
web	v eː p
apps	ʔ a p p s
germany	g ə ʁ m a n yː
hollywood	h ɔ l l yː v oː t
hurensohn	h uː ʁ ɛ n z oː n
julian	j uː l iː a n
laura	l a oː ʁ a
treffer	t ʁ ɛ f f ɐ
vfb	f f b
borussia	b oː ʁ ʊ s z iː a
br	b ʁ
can	k aː n
dt	t
investitionen	ʔ ɪ n v ɛ s t iː t ɪ oː n ə n
mails	m a eː l s
schick	ʃ ɪ k
who	v oː
xd	k s t
express	ʔ ɛ k s p ʁ ɛ s s
individuelle	ʔ ɪ n d iː v iː d uː ɛ l l ə
kids	k ɪ t s
neulich	n ɔ ɔʏ̯ l ɪ ç
patient	p a t iː ɛ n t
sp	ʃ p
titten	t ɪ t ə n
what	v aː t
aha	ʔ aː a
angeles	ʔ a n g ə l ə s
burger	b ʊ ʁ g ɐ
dauernd	d a ʔ uː ɐ n t
end	ʔ ɛ n t
events	ʔ eː v ɛ n t s
grösstenteils	g ʁ œ z s t ɛ n t a eː l s
jakob	j aː k oː p
music	m uː z iː k
ned	n eː t
night	n ɪ k t
special	ʃ p eː t s iː a l
alice	ʔ a l iː t s ə
gepostet	g ə p ɔ s t ə t
how	h oː v
li	l iː
massnahme	m a s s n a m ə
mi	m iː
neuesten	n ɔ ɔʏ̯ ɛ s t ə n
neustadt	n ɔ ɔʏ̯ s t a t
orf	ʔ ɔ ʁ f
ray	ʁ a eː
si	z iː
aussenminister	ʔ a oː s z ɛ n m ɪ n ɪ s t ɐ
dauerte	d a ʔ uː ɐ t ə
dennis	d ɛ n n ɪ s
down	d ɔ v n
eric	ʔ eː ɐ ʔ iː k
habs	h a p s
kennengelernt	k ɛ n n ɛ ŋ eː l ɛ ʁ n t
konzentration	k ɔ n t s ɛ n t ʁ a t s ɪ oː n
lg	l k
marcel	m a ʁ t s eː l
schiesst	ʃ iː s s t
theoretisch	t eː oː ʁ eː t ɪ ʃ
weisser	v a eː s z ɐ
zuviel	t s uː v iː l
äusserungen	ɔ ɔʏ̯ s z ɐ ʊ ŋ ə n
bayerische	b a eː ʁ ɪ ʃ ə
beck	b ɛ k
blue	b l uː ə
element	ʔ eː l ə m ɛ n t
fpö	f p øː
know	k n oː v
marcus	m a ʁ k uː s
verlaufen	f ɛː ɐ l a oː f ə n
check	ç ɛ k
claudia	t s l a oː d iː a
dax	d a k s
drum	d ʁ uː m
giessen	g iː s z ə n
hot	h oː t
individuellen	ʔ ɪ n d iː v iː d uː ɛ l l ə n
käufer	k ɔ ɔʏ̯ f ɐ
non	n oː n
office	ʔ ɔ f f iː t s ə
regional	ʁ eː g ɪ oː n a l
rüber	ʁ yː b ɐ
schonmal	ʃ ɔ n m a l
sed	z eː t
theologie	t eː oː l oː g iː j ə
american	ʔ aː m eː ʁ iː k a n
diagnose	d iː a g n oː z ə
genial	g ə n iː a l
girl	g ɪ ʁ l
green	g ʁ ə ə n
may	m a eː
medium	m eː d iː ʊ m
michel	m ɪ ç eː l
pierre	p iː ʁ ʁ ə
school	ʃ oː l
trier	t ʁ iː ɐ
whatsapp	v a t z a p p
coach	k oː a x
emma	ʔ ɛ m m a
fliesst	f l iː s s t
grafen	g ʁ aː f ə n
grossartige	g ʁ ɔ s z a ʁ t ɪ g ə
hr	h ʁ
kanzlerin	k a n t s l ɐ ɪ n
lukas	l uː k a s
pack	p a k
penis	p eː n ɪ s
pool	p oː l
premium	p ʁ eː m iː ʊ m
samsung	z a m z ʊ ŋ
smith	s m ɪ t
sozialer	z oː t s iː a l ɐ
times	t iː m ə s
verkäufer	f ɛː ɐ k ɔ ɔʏ̯ f ɐ
wenns	v ɛ n n s
bruno	b ʁ uː n oː
fleissig	f l a eː s z ɪ ç
jesu	j eː z uː
reinhard	ʁ a eː n a ʁ t
smartphones	s m a ʁ t f oː n ə s
äusseren	ɔ ɔʏ̯ s z ɐ ə n
agenda	ʔ aː g ɛ n d a
andré	ʔ a n d ʁ eː
edward	ʔ ɛ t v a ʁ t
geniesst	g ə n iː s s t
girls	g ɪ ʁ l s
heut	h ɔ ɔʏ̯ t
instagram	ʔ ɪ n s t a g ʁ a m
mathe	m a t ə
metal	m eː t a l
moritz	m oː ʁ ɪ t s
ausmass	ʔ a oː s m a s s
bauarbeiten	b a oː a ʁ b ə iː t ə n
brd	b ʁ t
bronze	b ʁ ɔ n t s ə
charlotte	ç a ʁ l ɔ t ə
comic	k oː m iː k
europe	ɔ ɔʏ̯ ʁ oː p ə
get	g eː t
hartz	h a ʁ t s
hg	h eː g
jackson	j a k z oː n
massgeblich	m a s s g eː p l ɪ ç
nick	n ɪ k
realisiert	ʁ ə a l iː z iː ʁ t
stossen	ʃ t ɔ s z ə n
twitch	t v ɪ t ç
asylbewerber	ʔ aː z ʏ l b eː v ɛ ʁ b ɐ
back	b a k
begrüsst	b ə g ʁ ʏ s s t
cover	k oː v ɐ
doc	d oː k
dreier	d ʁ ə iː ɐ
duo	d uː oː
ey	a eː
feedback	f eː t b a k
flugzeuge	f l ʊ k t s ɔ ɔʏ̯ g ə
grössen	g ʁ œ s z ə n
immernoch	ʔ ɪ m m ɛ ʁ n ɔ x
kai	k aɪ̯
lena	l eː n a
son	z oː n
steh	ʃ t eː
costa	k ɔ s t a
download	d ɔ v n l oː a t
einigermassen	ʔ a eː n ʔ iː g ɛ ʁ m a s z ə n
energiewende	ʔ eː n ɛ ʁ g iː v ɛ n d ə
ferdinand	f ɛ ʁ d iː n a n t
gaming	g aː m ɪ ŋ
garnicht	g a ʁ n ɪ ç t
gedauert	g ə d a ʔ uː ɐ t
heer	h ə ɐ
hl	h l
kleider	k l a eː d ɐ
königreich	k øː n ɪ g ʁ a eː ç
neueste	n ɔ ɔʏ̯ ɛ s t ə
over	ʔ oː v ɐ
preussischen	p ʁ ɔ ɔʏ̯ s z ɪ ʃ ə n
stösst	ʃ t œ s s t
eishockey	a eː s ɔ k a eː
genauen	g ə n a oː ə n
häufigsten	h ɔ ɔʏ̯ f ɪ g s t ə n
marathon	m aː ʁ a t oː n
nachteil	n a x t ə iː l
nina	n iː n a
quote	k v oː t ə
security	z eː k uː ɐ iː t yː
stop	ʃ t oː p
uber	ʔ uː b ɐ
united	ʔ ʊ n ʔ iː t eː t
williams	v ɪ l l iː a m s
anschliessen	ʔ a n ʃ l iː s z ə n
beach	b ə ʔ a x
crew	t s ʁ eː v
football	f oː t b a l l
freu	f ʁ ɔ ɔʏ̯
grossvater	g ʁ ɔ s s v a t ɐ
gustav	g ʊ s t a f
hä	h ɛː
jonas	j oː n a s
junioren	j uː n ɪ oː ʁ ə n
match	m a t x
nehm	n eː m
podcast	p ɔ t k a s t
tablet	t a b l ə t
tony	t oː n yː
university	ʔ ʊ n ʔ iː v ɛ ʁ z iː t yː
andy	ʔ a n d yː
bi	b iː
btw	p t v
gestossen	g ə ʃ t ɔ s z ə n
julius	j uː l iː uː s
led	l eː t
look	l oː k
regelmässige	ʁ eː g ɛ l m ɛ s z ɪ g ə
reissen	ʁ a eː s z ə n
str	ʃ t ʁ
sz	s t s
tobias	t oː b iː a s
vol	v oː l
wikipedia	v iː k iː p eː d iː a
zuschauern	t s uː ʃ a oː ɐ n
brown	b ʁ ɔ v n
but	b uː t
christopher	ç ʁ ɪ s t ɔ f ɐ
coole	k uː l ə
europäischer	ɔ ɔʏ̯ ʁ oː p ɛ ɪ ʃ ɐ
fühl	f yː l
grüssen	g ʁ ʏ s z ə n
individuell	ʔ ɪ n d iː v iː d uː ɛ l l
islamisten	ʔ ɪ s l a m ɪ s t ə n
kita	k iː t a
little	l ɪ t t l ə
nationalsozialismus	n aː t s ɪ oː n a l z oː t s iː a l ɪ s m ʊ s
nsu	n z uː
royal	ʁ oː j a l
verschieben	f ɛː ɐ ʃ iː b ə n
antifa	ʔ a n t iː f a
fliessen	f l iː s z ə n
html	h t m l
ip	ʔ iː p
long	l ɔ ŋ
mayer	m a eː ɐ
mitbringen	m ɪ t b ʁ ɪ ŋ ə n
now	n oː v
old	ʔ ɔ l t
optionen	ʔ ɔ p t s ɪ oː n ə n
porn	p ɔ ʁ n
sch	ʃ
shit	s h iː t
store	ʃ t oː ʁ ə
strafen	ʃ t ʁ aː f ə n
style	ʃ t yː l ə
taylor	t a eː l oː ʁ
uk	ʔ uː k
wdr	v d ʁ
wirtschafts	v ɪ ʁ t s t s h a f t s
aktualisiert	ʔ a k t uː a l iː z iː ʁ t
award	ʔ aː v a ʁ t
bitcoin	b ɪ t k oː ɪ n
dark	d a ʁ k
est	ʔ ɛ s t
europäer	ɔ ɔʏ̯ ʁ oː p ɛ ɐ
fantasy	f a n t a z yː
fox	f oː k s
gruss	g ʁ ʊ s s
idiot	ʔ iː d iː oː t
italienisch	ʔ iː t a l iː n ɪ ʃ
ka	k aː
kreativ	k ʁ eː a t iː f
os	ʔ oː s
prinzipien	p ʁ ɪ n t s iː p iː ə n
professionell	p ʁ oː f ɛ s z ɪ oː n ɛ l l
qualifiziert	k v a l iː f iː t s iː ʁ t
regelmässigen	ʁ eː g ɛ l m ɛ s z ɪ g ə n
saint	z a ɪ n t
süssen	z ʏ s z ə n
ueber	ʔ uː b ɐ
wa	v aː
zieh	t s iː
ba	b aː
dance	d a n t s ə
gleichermassen	g l a eː ç ɛ ʁ m a s z ə n
ichs	ʔ ɪ k s
kacke	k a k ə
kreativität	k ʁ eː a t iː v iː t ɛː t
landrat	l a n d ʁ a t
lewis	l eː v iː s
neuigkeiten	n ɔ ɔʏ̯ ɪ k k ə iː t ə n
point	p oː ɪ n t
review	ʁ eː v iː v
sassen	z a s z ə n
theodor	t eː oː d oː ʁ
ur	uː ɐ
dating	d a t ɪ ŋ
dreh	d ʁ eː
email	ʔ eː m a iː l
english	ʔ ɛ ŋ l ɪ s
focus	f oː k uː s
fun	f uː n
hip	h iː p
light	l ɪ k t
miller	m ɪ l l ɐ
nichtmal	n ɪ ç t m a l
shirts	s h ɪ ʁ t s
tommy	t ɔ m m yː
ups	ʔ ʊ p s
victoria	v ɪ k t oː ʁ iː a
äussere	ɔ ɔʏ̯ s z ɐ ə
äussert	ɔ ɔʏ̯ s z ɛ ʁ t
clinton	t s l ɪ n t oː n
dei	d aɪ̯
france	f ʁ a n t s ə
fred	f ʁ eː t
grösserer	g ʁ œ s z ɐ ɐ
grösseres	g ʁ œ s z ɐ ə s
hartmann	h a ʁ t m a n n
hau	h a oː
jonathan	j oː n a t a n
justin	j ʊ s t ɪ n
meins	m a eː n s
potenzial	p oː t ɛ n t s iː a l
professionelle	p ʁ oː f ɛ s z ɪ oː n ɛ l l ə
rapper	ʁ a p p ɐ
roma	ʁ oː m a
state	ʃ t aː t ə
tl	t l
trio	t ʁ iː oː
viktor	v ɪ k t oː ʁ
way	v a eː
erneuert	ʔ ɛː ɐ n ɔ ɔʏ̯ ɐ t
hamilton	h aː m ɪ l t oː n
hardcore	h a ʁ t k oː ʁ ə
ho	h oː
hubschrauber	h ʊ p s t s ʁ a oː b ɐ
jennifer	j ɛ n n iː f ɐ
kohl	k oː l
label	l aː b eː l
lucas	l uː k a s
massstab	m a s z s t a p
mind	m ɪ n t
oberbürgermeister	ʔ oː b ɛ ʁ b ʏ ʁ g ɛ ʁ m ə ɪ s t ɐ
pauli	p a oː l iː
player	p l a eː ɐ
salzburger	z a l t s b ʊ ʁ g ɐ
sandra	z a n d ʁ a
steiermark	ʃ t a eː ʁ m a ʁ k
süsser	z ʏ s z ɐ
usb	ʔ ʊ s p
wieviele	v iː v iː l ə
wilson	v ɪ l z oː n
win	v iː n
wohn	v oː n
aktueller	ʔ a k t uː ɛ l l ɐ
berger	b ə ʁ g ɐ
brian	b ʁ iː a n
charlie	ç a ʁ l iː j ə
cia	t s iː a
evolution	ʔ eː v oː l uː t s ɪ oː n
grossmutter	g ʁ ɔ s s m ʊ t ɐ
hits	h ɪ t s
jap	j aː p
jedesmal	j eː d ɛ s m a l
johanna	j oː a n n a
ki	k iː
leg	l eː k
lit	l iː t
low	l oː v
mia	m iː a
miami	m iː a m iː
nu	n uː
road	ʁ oː a t
sur	z uː ɐ
vegas	v eː g a s
work	v ɔ ʁ k
biologie	b iː oː l oː g iː j ə
claus	t s l a oː s
clemens	t s l eː m ɛ n s
flieger	f l iː g ɐ
fu	f uː
got	g oː t
han	h aː n
investition	ʔ ɪ n v ɛ s t iː t ɪ oː n
ipad	ʔ iː p a t
isis	ʔ iː z iː s
pink	p ɪ ŋ k
quartal	k v a ʁ t a l
rap	ʁ aː p
scholz	ʃ ɔ l t s
steuerung	ʃ t ɔ ɔʏ̯ ɐ ʊ ŋ
studiums	ʃ t uː d iː ʊ m s
url	ʔ ʊ ʁ l
ver	f ɛː ɐ
abschliessend	ʔ a p ʃ l iː s z ɛ n t
audio	a oː d iː oː
bräuchte	b ʁ ɔ ɔʏ̯ ç t ə
ep	ʔ eː p
european	ɔ ɔʏ̯ ʁ oː p ə a n
hätt	h ɛ t
johnny	j oː n n yː
klimaschutz	k l iː m a ʃ ʊ t s
kv	k v
läufer	l ɔ ɔʏ̯ f ɐ
mafia	m aː f iː a
med	m eː t
mo	m oː
pegida	p eː g iː d a
priorität	p ʁ iː oː ʁ iː t ɛː t
schliesse	ʃ l iː s z ə
sozialdemokraten	z oː t s iː a l d eː m ɔ k ʁ a t ə n
sozialistischen	z oː t s iː a l ɪ s t ɪ ʃ ə n
steuerzahler	ʃ t ɔ ɔʏ̯ ɐ t s a l ɐ
timo	t iː m oː
two	t v oː
vincent	v ɪ n t s ɛ n t
wat	v aː t
yorker	j ɔ ʁ k ɐ
äusserte	ɔ ɔʏ̯ s z ɛ ʁ t ə
abschliessen	ʔ a p ʃ l iː s z ə n
alan	ʔ aː l a n
anschliessenden	ʔ a n ʃ l iː s z ɛ n d ə n
bravo	b ʁ aː v oː
cannabis	k a n n a b iː s
captain	k a p t a ɪ n
challenge	ç a l l ɛ ŋ ə
channel	ç a n n eː l
diego	d iː g oː
elizabeth	ʔ eː l iː t s a b ɛ t
iris	ʔ iː ʁ iː s
jay	j a eː
jenny	j ɛ n n yː
kz	k t s
lutz	l ʊ t s
neumann	n ɔ ɔʏ̯ m a n n
pour	p uː ɐ
sun	z uː n
wirds	v ɪ ʁ t s
zocken	t s ɔ k ə n
aufm	ʔ a oː f m
aussenpolitik	ʔ a oː s z ɛ n p oː l iː t iː k
bbc	b eː b eː t s
comedy	k oː m eː d yː
diana	d iː a n a
guido	g uː iː d oː
hofer	h oː f ɐ
homo	h oː m oː
hop	h oː p
juan	j uː a n
ndr	n d ʁ
only	ʔ ɔ n l yː
pa	p aː
philip	f iː l iː p
sap	z aː p
schmid	ʃ m iː t
toni	t oː n iː
vegan	v eː g a n
weisses	v a eː s z ə s
xbox	k s b oː k s
yo	j oː
aktuelles	ʔ a k t uː ɛ l l ə s
ausschliessen	ʔ a oː s ʃ l iː s z ə n
bescheuert	b ə ʃ ɔ ɔʏ̯ ɐ t
claude	t s l a oː d ə
comics	k oː m ɪ k s
elektro	ʔ eː l ɛ k t ʁ oː
fussgänger	f ʊ s s g ɛ ŋ ɐ
gladbach	g l a t b a x
grosseltern	g ʁ ɔ s z ɛ l t ɛ ʁ n
heisser	h a eː s z ɐ
his	h iː s
jane	j aː n ə
law	l aː v
lp	l p
marion	m a ʁ ɪ oː n
ml	m l
och	ʔ ɔ x
psychiatrie	p s ʏ ç iː a t ʁ iː j ə
qualitativ	k v a l iː t a t iː f
radweg	ʁ a t v eː k
südtirol	z ʏ t iː ʁ oː l
süsses	z ʏ s z ə s
teen	t ə ə n
ultra	ʔ ʊ l t ʁ a
bay	b a eː
bl	b l
bye	b yː ə
demos	d eː m oː s
diabetes	d iː a b ə t ə s
grimm	g ʁ ɪ m m
hofmann	h ɔ f m a n n
jessica	j ɛ s z iː k a
lesben	l ɛ s b ə n
letztens	l ɛ t s t ɛ n s
luzern	l uː t s ɛ ʁ n
nachhaltigkeit	n a x h a l t ɪ k k ə iː t
naiv	n a iː f
rb	ʁ p
renaissance	ʁ eː n a eː s z a n t s ə
ryan	ʁ yː a n
schliessung	ʃ l iː s z ʊ ŋ
spezialisiert	ʃ p eː t s iː a l iː z iː ʁ t
steven	ʃ t eː v ə n
strassburg	ʃ t ʁ a s s b ʊ ʁ k
strassenbahn	ʃ t ʁ a s z ɛ n b a n
taz	t aː t s
track	t ʁ a k
vera	f ɛː ɐ ʔ aː
zack	t s a k
adrian	ʔ a d ʁ iː a n
alben	ʔ a l b ə n
andrew	ʔ a n d ʁ eː v
befreundet	b ə f ʁ ɔ ɔʏ̯ n d ə t
brexit	b ʁ eː k s iː t
bruce	b ʁ uː t s ə
charts	ç a ʁ t s
derby	d ɛ ʁ b yː
energy	ʔ eː n ɛ ʁ g yː
feierabend	f a eː ʁ a b ɛ n t
great	g ʁ eː a t
grossstadt	g ʁ ɔ s z s t a t
grosszügig	g ʁ ɔ s s t s yː g ɪ ç
hard	h a ʁ t
history	h ɪ s t oː ʁ yː
homosexuell	h oː m oː z eː k s uː ɛ l l
israels	ʔ ɪ s ʁ a ɛ l s
kelly	k ɛ l l yː
kennenzulernen	k ɛ n n ɛ n t s uː l ɛ ʁ n ə n
landkreises	l a n t k ʁ a eː z ə s
lehmann	l eː m a n n
money	m oː n a eː
mässig	m ɛ s z ɪ ç
nest	n ɛ s t
nico	n iː k oː
nintendo	n ɪ n t ɛ n d oː
paypal	p a eː p a l
petersburg	p eː t ɛ ʁ s b ʊ ʁ k
qualifizierte	k v a l iː f iː t s iː ʁ t ə
sat	z aː t
strassenverkehr	ʃ t ʁ a s z ɛ n v ɛ ʁ k eː ʁ
su	z uː
säulen	z ɔ ɔʏ̯ l ə n
vodafone	v oː d a f oː n ə
vollzeit	v ɔ l l t s ə iː t
webseiten	v ɛ p z ə iː t ə n
wei	v aɪ̯
benedikt	b ə n eː d ɪ k t
cam	k aː m
cottbus	k ɔ t t b uː s
emil	ʔ eː m iː l
ev	ʔ eː f
flash	f l a s
gordon	g ɔ ʁ d oː n
hannah	h a n n a
hauptstrasse	h a oː p t s t ʁ a s z ə
herrmann	h eː ɐ ʁ m a n n
howard	h oː v a ʁ t
kreative	k ʁ eː a t iː f ə
linda	l ɪ n d a
mainzer	m a ɪ n t s ɐ
majestät	m aː j ɛ s t ɛː t
marianne	m aː ʁ iː a n n ə
moin	m oː ɪ n
morgan	m ɔ ʁ g a n
periode	p eː ʁ iː oː d ə
prime	p ʁ iː m ə
rené	ʁ eː n eː
rita	ʁ iː t a
